sentence text,event interval start,event interval end,trigger,rule,polarity,controller,controlled
""" However , Mdm2 inhibitors ( Nutlin-3 ) promote p53 upregulation in both experimental settings , confirming that in both MEFs and in prostate epithelial cells p53 is under the control of Mdm2 . """,6,10,promote,Positive_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" Taken together , these findings reveal that Nutlin-3 treatment can inhibit the migration and invasion capacity of p53 wild-type cells , adding to the potential therapeutic benefit of Nutlin-3 and other small molecule MDM2 inhibitors . """,8,19,inhibit,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" In our lab , Nutlin-3 decreased the migration and invasive capacity of p53 wild-type cancer cells , most likely by decreasing the activities of RhoA and Rac1 [ XREF_BIBR ] . """,5,14,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" Nutlin-3 inhibits interaction of p53 with Mdm2 , impeding its ubiquitination and thereby proteasomal degradation . """,1,6,inhibits,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" PRIMA-1 and CP-31398 restore the ability of mutant p53 to transactivate p53 regulated genes , whereas Nutlin-3 and RITA inhibit an endogenous p53 inhibitor , MDM2 , to restore wildtype p53 function in HNSCC . """,17,32,inhibit,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" PRIMA-1 and CP-31398 restore the ability of mutant p53 to transactivate p53 regulated genes , whereas Nutlin-3 and RITA inhibit an endogenous p53 inhibitor , MDM2 , to restore wildtype p53 function in HNSCC . """,17,32,inhibit,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
Our observation that Nutlin-3 induced p53 mediated repression of Per2 expression and phase advancement of the clock is consistent with a phase advance response resulting from a reduced induction of PER2 levels by a light pulse at ZT22 .,3,6,induced,Positive_early_activation,Negative_activation,"""Nutlin-3""","""p53"""
""" As compared to the DMSO control treatment , Nutlin-3 treatment decreased the cyclin D1 and p53 bands in MDM2 co-IPs , and the MDM2 bands in p53 co-IPs . """,9,17,decreased,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" BMAL1 and CLOCK mediated transcription of the Per2 promoter was repressed in wildtype , but not in p53 -/- MEF cells when treated with Nutlin-3 ( XREF_FIG ) . """,18,26,treated with,Positive_activation_surface_treated_with,Negative_activation,"""Nutlin-3""","""p53"""
""" Whereas Nutlin-3 induced modest ( 1.5-4 fold ) upregulation of p53 transcriptional targets compared to vehicle , SAH-p53-8 triggered significantly higher ( 5-14 fold ) mRNA levels for the same target genes . """,2,12,induced,Positive_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" As a positive control for detection of the canonical p53 targets , non induced BC-3 cells were treated with Nutlin-3 ( here referred to as Nutlin ) , a small molecule that binds and inhibits MDM2 , stabilizing p53 and inducing a potent p53 response . """,10,21,treated with,Positive_activation_surface_treated_with,Negative_activation,"""Nutlin-3""","""p53"""
""" Furthermore , the MDM2 inhibitor Nutlin-3 was shown to reduce UM cell proliferation in a p53 dependent manner [ XREF_BIBR ] . """,6,17,reduce,Negative_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
""" Here , we show that inhibitors of HAUSP and Nutlin-3 can synergistically activate p53 function and induce p53 dependent apoptosis in human cancer cells . """,10,19,induce,Positive_activation_syntax_1_verb,Negative_activation,"""Nutlin-3""","""p53"""
The downstream target of the insulin receptor signaling pathway Akt inhibits the TSC2 protein and allows Rheb-GTP to accumulate and to activate mTORC1 and thus amplifies the amino acid dependent activation .,9,13,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Akt ( protein kinase B , PKB ) , a PH domain containing serine/threonine kinase , regulates growth factor signaling to stimulate glucose uptake , glycogen synthesis and protein synthesis by influencing the glycogen synthase kinase 3 ( GSK3 ) alpha/beta and tuberous sclerosis complex 2 ( TSC2 )-mTOR signaling pathways . """,1,49,stimulate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" As a control , inhibition of Akt significantly prevented insulin induced dissociation of TSC2 from lysosomes . """,7,15,prevented,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Akt activates mTOR through ( i ) phosphorylation and inhibition of tuberous sclerosis complex 2 ( TSC2 ) , which inactivates the mTOR activating GTP binding protein Rheb , and/or ( ii ) phosphorylation of PRAS40 a member of mTORC1 , one of the two functional complexes of mTOR , which includes mLST8 and Gbl and the scaffold protein Raptor . """,1,18,activates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Within the phosphatidylinositide 3-kinase ( PI3K )/AKT signalling pathway , AKT directly phosphorylates TSC2 on four or five residues , revealing that TSC1 and TSC2 is directly regulated by AKT [ XREF_BIBR , XREF_BIBR , XREF_BIBR ] . """,25,31,directly regulated,Positive_activation_syntax_2_verb,Positive_activation,"""AKT""","""TSC2"""
""" Consistently , inhibition of mTORC1 and S6K signaling by a specific S6K1 inhibitor , S6K1-I 31 or mTORC1 inhibitor , rapamycin XREF_BIBR , XREF_BIBR , XREF_BIBR could still augment Akt activation in TSC2 -/- MEFs depleted of endogenous IRS-1 and/or Grb10 ( XREF_SUPPLEMENTARY ) , advocating that mTORC1 and S6K could exert its negative regulation of mTORC2 and Akt following PDGF or EGF stimulation through uncharacterized negative feedback loop ( s ) other than IRS-1 and Grb10 . """,30,34,activation,Positive_activation_syntax_3_noun,Positive_activation,"""Akt""","""TSC2"""
""" As it is a direct downstream target of PI-3K , Akt is a key oncogenic survival factor and can inactivate a broad panel of critical pro apoptotic molecules such as p38 MAPK , Bad , caspase-9 , the Forkhead transcription factor FKHRL1 , GSK3-beta , cell-cycle inhibitors p21 and p27 , and tumour suppressors p53 and TSC2 ( Zhou et al , 2001 ; Inoki et al , 2002 ; Blain and Massague , 2002 ; Liao and Hung , 2003 ) . """,11,58,inactivate,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Our phosphoproteomics analysis coupled with studies using wortmannin to inhibit the PI3K and Akt pathway revealed that GH stimulates the phosphorylation of numerous proteins in the Akt-mTORC1 pathway , including : 1 ) Akt mediated TSC2 Ser939 phosphorylation , which suppresses TSC2 function and thus inhibits the activity of mTORC1 ; 2 ) Akt mediated PRAS40 Thr247 phosphorylation , which is thought to contribute to relief of PRAS40 dependent inhibition of mTORC1 ; and 3 ) mTOR as well as Erk1/2 mediated raptor Ser863 phosphorylation , which has been shown to promote multisite raptor phosphorylation and augment mTORC1 activity . """,34,37,mediated,Positive_early_activation,Positive_activation,"""Akt""","""TSC2"""
""" Insulin stimulated Akt activation can also promote mTORC1 activity via direct phosphorylation and inhibition of TSC2 , . """,3,17,promote,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Of interest , direct and paracrine AKT activation of the TSC2 and mTOR pathway has been shown to be necessary and sufficient for vGPCR oncogenesis . """,7,12,activation,Positive_activation_syntax_3_noun,Positive_activation,"""AKT""","""TSC2"""
PIM and AKT can activate TSC2 directly [ XREF_BIBR ] or by controlling AMP : ATP ratio [ XREF_BIBR ] .,2,6,activate,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""TSC2"""
""" Enhanced ATP and AMP ratio stabilizes Akt , which targets TSC2 , PRAS40 ; this results in further activation of mTORC1 . """,7,12,targets,Positive_activation_syntax_5_verb,Positive_activation,"""Akt""","""TSC2"""
""" Moreover , Shh induced mouse medulloblastomas manifested Akt mediated TSC2 inactivation , and the mutant TSC2 allele synergized with aberrant Shh signaling to increase medulloblastoma incidence in mice . """,8,11,mediated,Positive_early_activation,Positive_activation,"""Akt""","""TSC2"""
Akt activates mTORC1 by phosphorylating and thereby deactivating the negative regulator TSC2 .,0,12,activates,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" Indeed , not only does loss of dystrophin affect synaptic transmission XREF_BIBR and has recently been found to cause susceptibility to malignant tumors in mice XREF_BIBR , it also affects activity of Akt XREF_BIBR , a kinase that directly regulates TSC2 . """,33,42,directly regulates,Positive_activation_syntax_5_verb,Positive_activation,"""Akt""","""TSC2"""
""" have shown that Akt does not promote release of TSC2 from TSC1 , but instead activates mTORC1 by causing dissociation of the TSC holocomplex from the lysosomal membrane where Rheb is located . """,4,11,promote,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""TSC2"""
""" These findings suggest a new hypothesis that c-Abl signaling might be implicated in striatal function and raise the possibility that a c-Abl inhibitor might inhibit Cdk5 and DARPP-32-pThr75 signaling , thereby serving as a tool in treating PD symptoms . """,8,27,raise,Positive_activation_syntax_1_verb,Negative_activation,"""c-Abl""","""Cdk5"""
""" As shown in XREF_FIG , silencing of MARCH2 inhibited the degradation of CFTR by CAL . """,11,16,degradation,Negative_activation_token_2_noun,Positive_activation,"""CAL""","""CFTR"""
""" The P -3 Asp side chain at the C-terminus of CFTR significantly limits its affinity for CAL , which targets CFTR to the lysosome , but not for NHERF1 and NHERF2 , which functionally stabilize CFTR at the apical membrane ( XREF_TABLE ) . """,17,22,targets,Positive_activation_syntax_5_verb,Positive_activation,"""CAL""","""CFTR"""
""" Both follistatin and GASPs inhibit the activities of GDF11 and myostatin ; accordingly , follistatin ( Fst )-heterozygous 47 and Gasp1-null or Gasp2-null 48 mice have smaller muscles and increased GDF11 and myostatin bioactivity . """,2,12,inhibit,Negative_activation_syntax_1_verb,Positive_activation,"""follistatin""","""myostatin"""
Follistatin antagonize myostatin inhibitory activity by direct protein interaction .,0,3,antagonize,Negative_activation_syntax_1_verb,Positive_activation,"""Follistatin""","""myostatin"""
As shown in XREF_FIG expression of myostatin mRNA was not significantly altered in the PCA animals treated with follistatin .,6,19,treated with,Positive_activation_surface_treated_with,Positive_activation,"""follistatin""","""myostatin"""
""" At all concentrations tested , follistatin , a functional inhibitor of myostatin , completely blocked the inhibitory effect of myostatin ( 40 nM ) on glucose uptake by BeWo cells ( 0.4 nM , P < 0.05 ) . """,6,21,blocked,Negative_activation_syntax_1_verb,Positive_activation,"""follistatin""","""myostatin"""
""" Overall renal functional response to exercise remained unchanged , possibly because of inhibition of renin mediated angiotensin II generation and cyclo-oxygenase-1 mediated thromboxane A 2 synthesis . """,15,19,mediated,Positive_early_activation,Negative_activation,"""renin""","""angiotensin II"""
""" Aliskiren is an orally-active , nonpeptidic , direct inhibitor of renin which simultaneously reduces angiotensin I , angiotensin II and plasma renin activity ( PRA ) . """,11,20,reduces,Negative_activation_syntax_5_verb,Negative_activation,"""renin""","""angiotensin II"""
""" Increased renin and/or angiotensin II in the blood passing through the placental anastomoses may , by an endocrine action , suppress renin synthesis in the recipient kidney , thereby increasing renal blood flow and causing polyuria and polyhydramnios . """,2,22,suppress,Negative_activation_syntax_1_verb,Negative_activation,"""renin""","""angiotensin II"""
""" For example , Bcl-xL sequesters BH3-only pro apoptotic molecules , Bim , Noxa , and Bad , and prevents the activation of downstream Bax and Bak . """,4,17,sequesters,Negative_activation_syntax_1_verb,Negative_activation,"""Bcl-xL""","""Bad"""
""" On the other hand , the structurally most similar pro survival members , Bcl-2 , Bcl-xL , and Bcl-w , suppressed SNV induced apoptosis in the absence of Bad , whereas Mcl-1 and A1 did not . """,16,30,suppressed,Negative_activation_syntax_1_verb,Negative_activation,"""Bcl-xL""","""Bad"""
""" A role for Bim in apoptosis was proposed recently [ XREF_BIBR - XREF_BIBR ] ; it has been suggested that ER stress increases dephosphorylated Bim , which inhibits Bcl-2 , a pro survival protein , leading to Bax and Bak activation and cell death [ XREF_BIBR ] . """,29,41,leading to,Positive_activation_nested_syntax_2_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" BAX and BAK activation can be triggered by BH3-only proapoptotic BCL-2 family members such as BID and BIM , PUMA , BAD and NOXA . """,3,12,triggered,Positive_activation_syntax_2_verb,Positive_activation,"""BCL-2""","""BAK"""
Deregulated BCL-2 and BCL-X L involved in GA induced oligomerization of BAX and BAK at the ER and apoptosis .,1,14,induced,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Since the anti-apoptotic family members , Bcl-2 and Bcl-XL are able to prevent the permeabilization of the outer mitochondrial membrane by directly inhibiting Bax and Bak , XREF_BIBR we first analyzed this potential beneficial effect in the CryAB R120G / Bcl-2 hearts . """,7,27,prevent,Negative_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
The BCL-2 homology ( BH ) 3-only protein BID activates BAK to perform this function .,1,11,activates,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
The observation is consistent with a general expectation that viral BCL-2 would prefer to target BAX and BAK rather than the upstream BH3-only proteins [ XREF_BIBR ] .,10,18,target,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Although further investigations may shed light on this important issue , the data presented here , including the weak interaction of KSHV BCL-2 with BAX ( XREF_FIG A and XREF_SUPPLEMENTARY ) , suggest that viral BCL-2 homologues may not necessarily target both BAX and BAK to suppress apoptosis . """,36,46,target,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Dephosphorylated Bad forms a heterodimer with the anti-apoptotic BCL2 family members Bcl-2 and Bcl-xL , which allows Bax and Bak to aggregate and initiate apoptosis [ XREF_BIBR ] . """,12,21,allows,Positive_activation_syntax_5_verb,Positive_activation,"""Bcl-2""","""Bak"""
We also discuss how the spatial regulation of Bcl-2 family preference for binding partners contributes to regulate Bax and Bak activation .,8,20,contributes,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The second pathway involves an intermediate step mediated by cleavage of the pro apoptotic Bcl-2 family member Bid , triggering Bcl-2 family members Bax and Bak to orchestrate mitochondrial outer membrane permeabilization ( MOMP ) to initiate the intrinsic apoptotic pathway ( XREF_FIG ) . """,15,27,triggering,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Since 2DG also sensitizes cancer cells to Bcl-2 antagonists such as ABT , addition of a Bcl-2 antagonist to 2DG treated cells mechanically activates Bak , circumventing the usual signal transduction cascades required for Bak activation . """,17,26,activates,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The canonical mitochondrial apoptosis pathway is induced by the multidomain proapoptotic BCL-2 family members BAX and BAK , 17 which control mitochondrial outer membrane permeabilization ( MOMP ) . """,7,18,induced,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" This inactivation of antiapoptotic BCL-2 proteins promotes activation of BAX and BAK , cleavage of caspase-9 and -3 and caspase dependent apoptosis . """,5,13,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
Precisely how BAX and BAK are activated by other Bcl-2 family proteins has been a source of intense research since their discovery .,4,10,activated,Positive_activation_syntax_2_verb,Positive_activation,"""Bcl-2""","""BAK"""
""" In summary , our study for the first time demonstrated that inactivation of the two pro survival Bcl-2 family proteins , Bcl-xL and Mcl-1 , triggers Bax and Bak activation in the absence of the three direct activator BH3-only proteins , Bid , Bim , Puma , and the tumor suppressor p53 . """,18,30,triggers,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Anti-apoptotic Bcl-2 family proteins , which include Bcl-2 , Bcl-XL , and Mcl-1 , prevent apoptotic cell death by inhibiting the activation and channel formation of Bax and Bak . """,2,30,prevent,Negative_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The third BCL-2 subfamily of proteins , BH3-only molecules ( BH3s ) , promotes apoptosis by either activating BAX and BAK or inactivating BCL-2 and BCL-X L / MCL-1 . """,3,22,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Inhibitory Bcl-2 family members sequester only BH3 and/or Bax and Bak proteins , thereby preventing their participation in proapoptotic complexes . """,2,12,sequester,Negative_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" However , Bcl-2 accelerates the shuttling of only Bax , and not that of Bak . """,3,16,accelerates,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" This is in stark contrast to our reported knockdown experiments showing that concurrent KD of Bcl-2 , Bcl-x L and Mcl-1 is sufficient to induce autoactivation of BAX and BAK and apoptosis in QKO cells XREF_BIBR . """,16,31,induce,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""BAK"""
The BH3-only members of the Bcl-2 family either activate Bax and Bak or inhibit antiapoptotic proteins such as Bcl-XL andMcl-1 .,5,12,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" In response to apoptotic stimuli , the third Bcl-2 subfamily , BH3-only proteins , promote apoptosis by either activating Bax and Bak or inactivating Bcl-2 , Bcl-xL and Mcl-1 . """,9,23,promote,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Beyond its function in cell migration , Bcl-wav was found to act as a pro apoptotic Bcl-2 member inducing Bax and Bak dependent cell death . """,17,23,inducing,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" This inactivation of anti-apoptotic BCL-2 family proteins in turn promotes activation of BAX and BAK , activation of caspase-9 and -3 and caspase dependent apoptosis . """,5,16,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" BH3-only proteins antagonize the protective activity of Bcl-2 pro survival family members at the mitochondria and activate pro apoptotic Bax and Bak , which then induce mitochondrial outer membrane permeabilization ( MOMP ) and finally lead to the induction of the caspase cascade ( XREF_FIG ) . """,8,23,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" PUMA , a pro apoptotic BH3-only Bcl-2 family protein , promotes Bax and Bak and mitochondria dependent apoptosis in various cell types . """,7,15,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" ABT-737 inhibits the interactions of Bcl-2 and Bax and Bcl-xL and Bak , thus allowing Bax and Bak to induce MOMP and apoptosis . """,6,19,allowing,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
A further layer of control is regulated by pro apoptotic BH3-only Bcl-2 proteins that can activate BAX and BAK directly or indirectly through inhibition of anti-apoptotic Bcl-2 family proteins [ XREF_BIBR ] .,11,19,activate,Positive_activation_syntax_5_verb,Positive_activation,"""Bcl-2""","""BAK"""
Our results suggest that BCL-2 contains an intrinsic pro apoptotic activity and can induce apoptosis independent of BAX and BAK under specific conditions .,4,20,induce,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
BCL-2 homology 3 ( BH3 )-only members of the BCL-2 family either directly activate BAX and BAK and induce cytochrome C release or do so indirectly via antagonistic interaction with antiapoptotic members of the same family .,0,17,directly activate,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Apart from the pro death and pro survival functions of autophagy , whether Bcl-2 inhibits autophagy directly by interacting with Beclin-1 or indirectly by inhibiting Bax and Bak is still under dispute XREF_BIBR , XREF_BIBR . """,14,29,inhibits,Negative_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The proapoptotic activity of Bax and Bak is regulated by both Bcl-2 family members and BH3-only proteins ; Bcl-2 proteins keep Bax and Bak bound and sequestered , and it is only with the activation of BH3-only proteins and the dissociation of the Bcl-2 proteins that Bax and Bak will undergo conformational changes that will ( in the case of the cytosolic Bax ) induce their accumulation on the outer mitochondrial membrane and cause both Bax and Bak to oligomerize . """,44,79,cause,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Bcl-2 homologues promote survival in great part by counteracting pro apoptotic counterparts , Bax and Bak and their upstream effectors the BH3-only proteins . """,1,17,promote,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
BH3 ( Bcl-2 homology 3 )-only proteins of the Bcl-2 family activate Bax or Bak during apoptosis to promote the release of pro death factors sequestered in the mitochondrial intermembrane space .,9,15,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The third Bcl-2 subfamily of proteins , BH3-only molecules ( BH3s ) , promotes apoptosis by either activating Bax and Bak or inactivating Bcl-2/Bcl-xL/Mcl-1. """,3,22,promotes,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Melphalan induced caspase-8 activation , however , did not lead to Bid cleavage , indicating that Bak activation in response to melphalan was mediated by a different Bcl-2 family protein ( s ) . """,17,29,mediated,Positive_activation_syntax_2_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" Pro cell death Bcl-2 proteins either neutralize pro survival family members or directly promote the activation of Bax and Bak resulting in mitochondria instability and the release of apoptosis inducing proteins such as cytochrome C , SMAC/Diablo and AIF . """,4,21,promote,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" The Bcl-2 family consists of both cell death promoters and preventers , including the anti-apoptotic proteins Bcl-2 , Bcl- xL , Mcl-1 , A1/Bfl -1 and Bcl-W , and the pro apoptotic members Bax , Bak , Bad , Bik , Bid , Hrk and Bok [ XREF_BIBR ] . """,9,37,promoters,Positive_activation_syntax_noun_Hearst,Positive_activation,"""Bcl-2""","""Bak"""
""" Bax and Bak are constitutively present in cells but , under apoptotic conditions , are activated by certain Bcl-2 family members belonging to the BH3-only group ( e.g. , Bid , Bim , and Puma ) . """,3,20,activated,Positive_activation_syntax_2_verb,Positive_activation,"""Bcl-2""","""Bak"""
PUMA and and NOXA as well as Bad can inhibit anti-apoptotic members Bcl-2 and Bcl-Xl members where Bid and Bim can activate pro apoptotic members Bax and Bak [ XREF_BIBR - XREF_BIBR ] .,12,28,activate,Positive_activation_syntax_5_verb,Positive_activation,"""Bcl-2""","""Bak"""
""" BCL-2 and its closest homologues ( BCL-X L , BCL-W , MCL-1 and A1/BFL-1) promote cell survival by neutralising pro apoptotic relatives : BAX and BAK , and more distant relatives known as BH3-only proteins . """,1,27,promote,Positive_activation_syntax_1_verb,Positive_activation,"""BCL-2""","""BAK"""
""" Among proapoptotic Bcl-2 proteins , Bim interacts with prosurvival Bcl-2 members including Bcl-2 and Bcl-xL to allow the release of the BH3-only proapoptotic Bax and Bak proteins from their heterodimeric complexes . """,10,27,allow,Positive_activation_syntax_1_verb,Positive_activation,"""Bcl-2""","""Bak"""
Mechanistic studies demonstrate that both Akt and ERK get activated upon PP2A inhibition and support the androgen independent growth of LNCaP cells in AR dependent and -independent manners .,5,24,support,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
""" Akt regulates transcriptional activity of the androgen receptor ( AR ) , and our data show that Akt stimulated AR transcriptional activity is dependent on androgen binding to the AR . """,18,21,stimulated,Positive_activation_token_1_verb,Positive_activation,"""Akt""","""AR"""
""" These data suggest that Akt dependent activation of AR may occur in models of advanced PCa ; however , this relationship between Akt and AR was not assessed in LNCaP derived recurrent cell lines ( such as C4-2 and C4-2B ) [ XREF_BIBR , XREF_BIBR , XREF_BIBR ] . """,5,10,activation,Positive_activation_syntax_3_noun,Positive_activation,"""Akt""","""AR"""
""" This regulatory loop is specific for PSA , does not involve known AR activators such as Src and AKT , and may contribute to AR signaling under conditions of increasing PSA levels in patients . """,13,20,activators,Positive_activation_syntax_noun_Hearst,Positive_activation,"""AKT""","""AR"""
Inhibition of the MEK and Akt signaling pathways prevented AR trafficking .,5,10,prevented,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
""" Finally , addition of IGF inhibitors successfully masked the AR deficiency induced Akt activation , and inhibitions of Akt , IGF1 , and IGF2 pathways reversed the AR depletion effects on the adipogenesis process . """,19,29,reversed,Negative_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
""" It was also reported that the activation of PI3K and AKT pathway can suppress the AR activity in low passage LNCaP and enhance AR activity in high passage , hence suggesting modulation as cells evolve towards less responsive status [ XREF_BIBR ] . """,11,25,enhance,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
Previous studies in human PCa cell lines and mice models have suggested that inactivation of PTEN and PI3K and AKT activation can modulate AR activity and contribute to CRPC [ XREF_BIBR - XREF_BIBR ] .,19,24,modulate,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
The AKT pathway modulates AR function and protects prostate cancer cells from apoptosis induced by AD .,1,5,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
""" Since the AKT pathway modulates AR function and protects prostate cancer cells from apoptosis induced by AD , we investigated the contribution of this mechanism to the additive effects of edelfosine and AD . """,3,7,modulates,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
""" The persistence of AR signaling may be driven by several mechanisms of resistance including AR splice variants , intra-tumoral production of androgens and activation of alternate pathways which support AR signalling , including the AKT and MEK pathways [ XREF_BIBR ] . """,30,36,signalling,Positive_activation_syntax_noun_Hearst,Positive_activation,"""AKT""","""AR"""
""" Previous studies suggest that PI3K and AKT and AR signaling pathways play complementary roles in maintaining PCa proliferation in low-androgen environments [ XREF_BIBR ] , and that activated PI3K and AKT signaling can contribute to the ligand independent and constitutive activation of the AR in CRPCa [ XREF_BIBR ] . """,31,45,contribute,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
""" We next examined whether the PI3K and Akt or Ras/Raf/Erk pathways , both of which can modulate AR function , were required for the EGF- or heregulin-beta1-induced decrease in AR expression . """,8,19,modulate,Positive_activation_syntax_5_verb,Positive_activation,"""Akt""","""AR"""
""" Importantly , it has been found that Akt is an important activator of the AR , which is required for androgen independent survival and growth of prostate cancer cells [ XREF_BIBR ] . """,8,16,is an important activator,Positive_activation_copula_1,Positive_activation,"""Akt""","""AR"""
""" Therefore , PTEN loss and increased AKT signaling inhibit HER kinases and consequently diminish AR activity ( XREF_FIG ) . """,7,16,diminish,Negative_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
""" Among these , ERK , IL-6 , AKT , NFKB , and E2F1 up-regulate AR . """,8,16,up-regulate,Positive_activation_syntax_1_verb,Positive_activation,"""AKT""","""AR"""
""" Furthermore , promoter reporter and ChIP experiments revealed that enforced MST1 antagonized AKT mediated AR activation and reduced binding of AR to its cognate DNA binding site . """,13,16,mediated,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
""" MST1 was reported to inhibit AKT signaling , which is known to functionally intersect with and promote AR driven PSA promoter activation . """,6,19,promote,Positive_activation_syntax_5_verb,Positive_activation,"""AKT""","""AR"""
""" Given that current Akt and mTOR inhibitor drugs activate AR signaling while androgen ablation and AR antagonist drugs cross-induce Akt pathway through a reciprocal feedback regulatory loop , the inhibition of both Akt and AR signaling pathways by prolonged MSeA supplement suggests that combined use of MSeA with these drugs may mitigate their undesirable side effects and result in greater PCa risk reduction . """,4,11,activate,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
""" Further , transfection of a constitutively active form of Akt ( pCMV-6-myr-Akt-HA ) , but not a control vector ( pCMV-HA ) , promoted AR transcriptional activity both in vehicle- and rapamycin treated cells ( XREF_FIG ) . """,10,26,promoted,Positive_activation_syntax_1_verb,Positive_activation,"""Akt""","""AR"""
MEK and ERK activity is partly required for AKT mediated AR regulation .,8,11,mediated,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
""" Although effective , the MEK1/2 specific inhibitor AZD6244 could not completely inhibit AKT mediated AR downregulation in the c.s.FBS culture ( XREF_FIG ) , indicating that the mechanisms underlying AKT mediated ERK1/2 and AR regulation may not entirely overlap . """,13,16,mediated,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
We therefore determined whether MEK and ERK activation is required for AKT induced AR downregulation .,11,14,induced,Positive_early_activation,Positive_activation,"""AKT""","""AR"""
