sentence text,event interval start,event interval end,trigger,rule,polarity,pred_polarity,controller,controlled
"In the present study , neutralizing TGFalpha abolished the paclitaxel induced activation of EGFR , and paclitaxel may stimulate release of TGFalpha to activate the EGFR pathway .",6,14,abolished,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
Likewise it inhibits TGFalpha induced pEGFR and pERK 1/2 with IC50 values of 0.03 and 0.16 mug/ml respectively .,3,6,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFalpha""","""pEGFR"""
"Both TAPI-1 , a TNF-alpha converting enzyme ( TACE ) inhibitor , and TGF-alpha neutralizing antibody could inhibit the activation of EGFR and the generation of TNF-alpha mRNA after LPS treatment .",13,22,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-alpha""","""EGFR"""
"Similarly , AG1024 and SU6656 inhibited basal and IGF2 induced phosphorylation of c-SRC and EGFR , and SU6656 reduced TGFalpha induced EGFR activity in tamoxifen resistant T47D cells .",19,22,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
"A statistical analysis performed for data given in XREF_FIG A and B shows significant reductions of PKB and Akt and EGFR in cells treated with TGFalpha ( exemplary tested for 10ng/ml ) in the presence of CpG-1-PTO or nCpG-5-PTO , respectively ( XREF_FIG C and D ) .",20,26,treated with,Positive_activation_surface_treated_with,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
"More importantly , suppression of TGF-alpha and EGFR signaling , through prophylactic administration of potent and highly selective inhibitors of ligand induced EGFR activation , completely prevented both high-P- and low-Ca-induced parathyroid hyperplasia as well as TGF-alpha self upregulation .",5,23,induced,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-alpha""","""EGFR"""
TGF-alpha did not induce significant EGFR degradation ( XREF_FIG ) .,0,6,induce,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-alpha""","""EGFR"""
TGFalpha induced more robust EGFR recycling than EGF and TGFalpha induced EGFR recycling was also reduced by AKTVIII treatment ( XREF_FIG ) .,9,12,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
Neutralization of TGF-alpha Blocks Both EGFR Transactivation and ERK Signaling .,2,6,Blocks,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-alpha""","""EGFR"""
"In addition , we have shown that the functionally distinct EGFR ligands , EGF and transforming growth factor-alpha ( TGFalpha ) , exert differing effects on EGFR downregulation and hence on the duration of ErbB2 co-activation : high concentrations of EGF initially cause prolonged EGFR activation associated with ErbB2 heterodimerisation , followed by eventual EGFR downregulation and signal cessation ; whereas TGFalpha fails to downregulate EGFR , leading to sustained signalling ( Gulliford et al , 1997 ; Ouyang et al , 1999a ) .",61,66,downregulate,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
"Similarly , in T47D-R cells , AG1024 and SU6656 inhibited basal and IGF-II-induced phosphorylation of c-SRC and EGFR , and SU6656 reduced TGFalpha induced EGFR activity .",22,25,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
"Treatment of cells with silymarin , genistein or EGCG at 100-200 microM resulted in a complete inhibition of TGFalpha caused activation of erbB1 followed by a moderate to strong inhibition ( 10-90 % ) of Shc activation without an alteration in their protein levels .",18,23,caused,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFalpha""","""erbB1"""
"As a result , TGFalpha does not cause significant degradation and down-regulation of EGFR .",4,14,cause,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFalpha""","""EGFR"""
Treatment of serum starved cells with silymarin resulted in a significant inhibition of transforming growth factor alpha mediated activation of erbB1 but no change in its protein levels .,13,21,mediated,Positive_early_activation,Positive_activation,Positive_activation,"""transforming growth factor alpha""","""erbB1"""
"By quantitative real-time PCR analysis and immunostaining , LAP treatment also abrogates the upregulation of cutaneous TGF-beta1 and connective tissue growth factor mRNAs and type I collagen synthesis in Scl GVHD .",8,17,abrogates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""LAP""","""TGF-beta1"""
This latent complex is inactive because LAP prevents mature TGF-beta1 from binding to its receptor .,6,10,prevents,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""LAP""","""TGF-beta1"""
"The authors concluded that LAP inhibits the portion of known TGF-beta1 signals that result in fibrosis , but that TGF-beta1 likely signaled through other pathways to mediate inflammation .",4,11,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""LAP""","""TGF-beta1"""
Latent TGF-beta1 has no biological activity because LAP prevents mature TGF-beta1 to bind to its receptor .,7,11,prevents,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""LAP""","""TGF-beta1"""
TGF-beta1 can inhibit LAP induced monocyte chemotaxis .,0,4,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""LAP"""
"We found that recombinant LAP and recombinant soluble betaglycan decrease the active form of TGF-beta1 , measured by ELISA , in a dose dependent manner in a cell-free system .",4,15,decrease,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""LAP""","""TGF-beta1"""
"2 The increased expression and activation of TGF-beta1 by NO may occur via the S nitrosation of LAP , preventing the ability of LAP to bind to and hence inactivate TGF-beta1 .",7,24,preventing,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""LAP"""
"Furthermore , ICC assay showed TGF-beta1 also decreased the proportions of ALK5 + leukocytes in both PBL and HKL ( XREF_FIG ) , implying that ALK5 degradation and endocytosis was induced by TGF-beta1 .",5,12,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""ALK5"""
TGF-beta1 reduced the proportion of ALK5 + leukocytes in PBL and HKL .,0,6,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""ALK5"""
"Using the six-well plate approach , cells were treated with SB431542 ( an inhibitor of TGF-beta receptor ALK5 ) or human TGF-beta1 during dedifferentiation .",13,22,inhibitor,Negative_activation_syntax_7_noun,Positive_activation,Negative_activation,"""TGF-beta1""","""ALK5"""
"It is consistent with the observation that TGF-beta1 decreased the number of ALK5 + leukocytes in PBL and HKL , revealing a negative regulation of TGF-beta1 signaling at the receptor level .",7,13,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""ALK5"""
"Thus , VASP knockdown inhibits TGF-beta1 downregulation of TbetaRII , which may be another mechanism for the increase of total TbetaRII of VASP knockdown HSCs .",5,9,downregulation,Negative_activation_syntax_3_noun,Positive_activation,Negative_activation,"""TGF-beta1""","""TbetaRII"""
We found that TGF-beta1 downregulated TbetaRII and TbetaRIII ( and not only TbetaRIII ) in oral CAFs and in NFs .,3,6,downregulated,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""TbetaRII"""
TbetaRII positive SW-13 cell growth was inhibited by exogenous human TGF-beta1 ( hTGF-beta1 ) in a dose dependent manner .,0,11,inhibited,Negative_activation_syntax_2_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""TbetaRII"""
Exogenous TGF-beta1 could downregulate both TbetaRII and TbetaRIII in oral CAFs and in NFs .,1,6,downregulate,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta1""","""TbetaRII"""
"TET2 binds and activates WT1 target genes by increasing the 5hmC levels at the promoter regions of these specific sites in normal HSC , and therefore TET2 inhibits leukemia proliferation in a WT1 dependent manner [ XREF_BIBR ] .",26,33,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TET2""","""WT1"""
"Taken together , our results suggest that TET2 negatively regulates leukemia cell proliferation in a WT1 dependent manner and that this tumor suppressor function of TET2 is inactivated by multiple AML associated TET2 mutations that lost its binding with WT1 ( XREF_FIG ) .",7,16,negatively regulates,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TET2""","""WT1"""
TET2 inhibits leukemia cell proliferation in a WT1 dependent manner .,0,8,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TET2""","""WT1"""
The functional relevance of WT1 recrutied TET2 is further supported by the finding that TET2 inhibits leukemia cell proliferation in a WT1 dependent manner .,14,22,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TET2""","""WT1"""
"TGF-beta2 did not inhibit mineralization of ALK5 deficient calvarial cells ( XREF_FIG ) , suggesting that differentiating osteoblasts become 16 mature independent of TGF-beta signaling .",0,7,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta2""","""ALK5"""
"They found that Tgfb2 , Tgfbr1 , or Tak1 haploinsufficiency disrupted TbetaRI and TbetaRIII mediated signaling and rescued the craniofacial anomalies in Tgfbr2 mutant mice , suggesting that modulation of TGF-beta signaling may be beneficial for the prevention of congenital craniofacial birth defects .",3,12,disrupted,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tgfb2""","""TbetaRI"""
"Strikingly , Tgfb2 , Tgfbr1 ( also known as Alk5 ) , or Tak1 haploinsufficiency disrupted TbetaRI and TbetaRIII mediated signaling and rescued craniofacial deformities in Tgfbr2 mutant mice , indicating that activation of this noncanonical TGF-beta signaling pathway was responsible for craniofacial malformations in Tgfbr2 mutant mice .",2,17,disrupted,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tgfb2""","""TbetaRI"""
We showed that CRIPTO shed by PGAP6 was active as a Nodal coreceptor and that PGAP6 mediated release of CRIPTO reduced Nodal signaling in cells on which CRIPTO was expressed .,19,22,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""CRIPTO""","""Nodal"""
"TFDP3 has a high sequence homology with TFDP1 , which can inhibit E2F1 function by competing with TFDP1 to bind to E2F1 and affect the process of cell cycle .",7,13,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TFDP1""","""E2F1"""
"Next , we asked if there was a correlation between TET2 mediated OGT targeting and the targeted gene transcription levels .",10,13,mediated,Positive_early_activation,Positive_activation,Positive_activation,"""TET2""","""OGT"""
"Interestingly , other studies have inhibited TGFbeta receptor kinase activity , which reduced SMAD3 activity , and observed elevated claudin-5 expression .",6,14,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""SMAD3"""
"Loss-of-function of BMP signalling in mouse cartilage impairs chondrogenesis XREF_BIBR - XREF_BIBR , and the TGF-beta pathway promotes chondrogenesis by enabling Smad3 to form an active transcriptional complex with CBP and p300 and the chondrogenic master regulator , Sox9 33 .",15,22,promotes,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TGF-beta""","""Smad3"""
"TGF-beta significantly reduced Smad3 mRNA , whereas LCM had only marginal effect .",0,4,reduced,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
"Finally , we compared wild-type IRF3 and IRF3 5SD for their effects on TGF-beta target genes , and measured basal , i.e. autocrine TGF-beta-dependent , and TGF-beta-induced mRNA expression of Smad7 , p15 Ink4B and p21 Cip1 , three direct Smad3 targets that are induced by TGF-beta , and c-Myc , which is directly repressed by Smad3 in response to autocrine or added TGF-beta .",40,47,induced,Positive_activation_syntax_2_verb,Positive_activation,Positive_activation,"""TGF-beta""","""Smad3"""
"In the case of Smad3 , the E239A mutation also abolished the phosphorylation by the TGFbeta type I receptor ( ALK5 ) .",4,16,abolished,Negative_activation_syntax_3_verb,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"In those reports , mechanisms of Sirt1 ' s antifibrotic effects were explained by suppression of both cyclooxygenase 2 expression [ XREF_BIBR ] and activation of TGFbeta induced Smad3 [ XREF_BIBR ] , both of which are recognized as classical pathogenic factors in diabetic nephropathy .",26,29,induced,Positive_early_activation,Positive_activation,Positive_activation,"""TGFbeta""","""Smad3"""
"Also , TGF-beta mAb decreased activation of pSMAD2 , pSMAD3 and pSTAT3 .",2,10,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""pSMAD3"""
"XREF_BIBR , XREF_BIBR Additionally , TGF-beta inhibits differentiation of naive CD8 + T cells to cytotoxic CD8 + T cells independently of Smad3 .",5,23,inhibits,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
"In contrast , TGFbeta induced SMAD3 binding was typically diminished along the gene upon calcipotriol treatment ( XREF_FIG , top 2 tracks , and independently validated by ChIP-qPCR , XREF_FIG ) .",3,6,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""SMAD3"""
TGF-beta activated Smad3 proteins repress C/EBP dependent transcriptional activation of genes critical for adipogenesis [ XREF_BIBR ] .,0,3,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
These antifibrogenic activities result from inhibition of the nuclear translocation of TGFbeta activated smad3 by smad6 downstream of BMP7 activated smad5 .,11,14,activated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""smad3"""
"How TTK downregulates KLF5 remains unknown , but could be related to TGF-beta signaling , as TGF-beta downregulates KLF5 28 and TTK inhibition reduced the activation of SMAD3 by TGF-beta , potentially impacting the assembly of the transcriptional complex for KLF5 or altering the cellular localization and function of KLF5 .",25,30,activation,Positive_activation_token_2_noun,Positive_activation,Negative_activation,"""TGF-beta""","""SMAD3"""
"PPAR-gamma ligands repress TGFbeta induced myofibroblast differentiation and activation by targeting the PI3K and Akt and Smad3 pathways , respectively .",3,17,induced,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TGFbeta""","""Smad3"""
TGF-beta and Smad3 signaling activity was completely abrogated by TGF-beta receptor1 inhibitor SB431542 but increasing amount of ERG relieved the inhibitory activity of TGF-beta and Smad3 .,2,10,abrogated,Negative_activation_syntax_2_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
Our study demonstrated that co-expression of p53 had a restrictive effect on Smad3 dependent transcriptional activity in cells not treated with TGFbeta ( XREF_FIG ) .,12,22,treated with,Positive_activation_surface_treated_with,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
Recent studies suggest that TGF-beta suppresses neoplastic cell development by employing Smad3 protein to repress the gene of human telomerase reverse transcriptase ( hTERT ) .,4,12,suppresses,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
"alpha-SMA induction and Smad3 nuclear localization were blocked by the TGFbeta type I receptor ( TbetaRI , otherwise known as Alk5 ) inhibitor SB43154 , while AEC derived from Nkx2.1-Cre ; Alk5 flox/KO mice did not undergo EMT on collagen , consistent with a requirement for signaling via Alk5 in collagen induced EMT .",3,11,blocked,Negative_activation_syntax_2_verb,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"In contrast to Smad4 , Smad3 as well as Smad7 associate with PIASy , stimulating sumoylation of Smad3 and suppressing TGFbeta mediated Smad3 activation .",20,23,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"Moreover , treatment of NHDF with the selective SRC inhibitor SU6656 resulted in significantly reduced TGFbeta induced SMAD3 nuclear translocation , when compared to DMSO treated cells .",15,18,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""SMAD3"""
"Preventing loss of TbetaRII by over-expression restores TGF-beta activation of Smad 3 , and therefore protects against ROS inhibition of type I procollagen gene expression [ XREF_BIBR , XREF_BIBR ] .",7,12,activation,Positive_activation_syntax_3_noun,Positive_activation,Positive_activation,"""TGF-beta""","""Smad 3"""
This down-regulation of Smad3 by TGF-beta treatment did not appear to result from shortening of the half-life of Smad3 mRNA .,1,6,down-regulation,Negative_activation_token_2_noun,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
"Furthermore , TGF-beta failed to repress MMP-1 promoter activity in Smad3 deficient murine embryonic fibroblasts .",2,11,repress,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
Pretreatment with TGFbeta type II receptor antisense oligonucleotide resulted in a trend toward a lower TGFbeta induced pSmad3 .,15,18,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""pSmad3"""
This inhibitory effect was probably mediated by blocking TGF-beta induced Smad3 activation [ XREF_BIBR ] .,8,11,induced,Positive_early_activation,Positive_activation,Positive_activation,"""TGF-beta""","""Smad3"""
"Conversely , TGFbeta neutralisation reversed the LSMCM mediated SMAD3 elevation ( XREF_FIG ) .",2,9,reversed,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""SMAD3"""
TGF-beta and IL-2 treatment enhanced co-immunoprecipitation of Smad3 and Stat5 with Tet1 and Tet2 in T cells while TGF-beta and IL-2 neutralizing antibody attenuated the co-immunoprecipitation of Smad3 and Stat5 with Tet1 and Tet2 in Treg cells ( XREF_FIG ) .,0,8,enhanced,Positive_activation_syntax_1_verb,Positive_activation,Positive_activation,"""TGF-beta""","""Smad3"""
"However , TGFbeta mediated Smad3 activation could limit later Stat3 activation in hepatocytes independent of alterations in IL6 induction as Stat3 activation is strongly and significantly increased at 42hr post-pHx in Smad3 -/- livers when compared to similarly treated wild type mice .",2,5,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
Phospho-SMAD3 ( S423 and S425 ) chromatin immunoprecipitation ( CHIP ) in NHDF treated with PTP4A1 ASO showed significantly reduced TGFbeta induced SMAD3 occupancy on the COL1A2 promoter compared with Cntrl ASO treated cells .,20,23,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""SMAD3"""
"The inhibitor did not reduce activation of Smad3 by TGFbeta , ruling out an off-target effect on TGFbetaR activation ( Supplemental Figure S4A ) .",5,10,activation,Positive_activation_token_2_noun,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"As part of the numerous transcriptional changes necessary for EMT , TGFbeta initiated Smad3 signaling results in remodeling of the redox environment and decreased nucleophilic tone .",11,14,initiated,Positive_activation_token_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"We hypothesized that PPARgamma agonists inhibit transforming growth factor ( TGF ) beta1 activation of TGFbeta receptor ( TGFbetaR ) -1 signaling in quiescent stellate cells , thereby abrogating Smad3 dependent induction of extracellular matrix ( ECM ) genes , such as PAI-1 and collagen-1alphaI .",15,30,abrogating,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"In summary , we find evidence for decreased Smad3 RNA expression and a trend toward decreased SMAD3 activation by TGF-beta in the striatum of HD knock-in mice , though any changes in SMAD3 protein are subtle .",16,20,activation,Positive_activation_syntax_2_noun,Positive_activation,Negative_activation,"""TGF-beta""","""SMAD3"""
"Interestingly , we also noted that TGFbeta decreased Smad3 mRNA by > 80 % after 24h , suggesting the presence of a negative feedback loop .",6,9,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"XREF_BIBR - XREF_BIBR Of particular interest , HCV core protein interacts with Smad3 and consequently inhibits TGFbeta induced Smad3 transcriptional activity .",16,19,induced,Positive_early_activation,Positive_activation,Negative_activation,"""TGFbeta""","""Smad3"""
"Furthermore , TGF-beta suppressed the PGC-1alpha luciferase reporter in 3T3-L1 cells , whereas , TGF-beta was unable to repress the promoter in 3T3-L1 cells expressing shSmad3 ( XREF_FIG ) indicating that TGF-beta represses the PGC-1alpha promoter in a Smad3 dependent manner .",31,39,represses,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TGF-beta""","""Smad3"""
This inhibits Tiam1 mediated Rac activation suppressing migration and invasion .,2,5,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"XREF_BIBR Together , this suggests that the observed reduction in cell migration associated with Tiam1 mediated Rac1 activation might be a consequence of stronger cell-cell contacts through inhibiting IQGAP1 binding to beta-catenin .",14,17,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Downregulation of Tiam1 with 100 microM NSC-23766 inhibited activation of Rac1 and migration of AT2 cells , suggesting its involvement in repair mechanisms of AT2 cells subjected to mechanical strain .",2,11,inhibited,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Coexpression of Bcr , but not a GAP-dead Bcr mutant ( Bcr-GD ) , inhibited both Tiam1 induced Rac1 activation ( XREF_SUPPLEMENTARY ) and autophosphorylation of Pak ( XREF_FIG ) , a Rac1 effector that regulates spine morphogenesis .",16,19,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Collectively , these results show that Tiam1 induced Rac activity impedes TJ assembly in MDCKII cells , consistent with the findings of Chen and Macara 8 .",6,9,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Tiam1 helps restrict the activity of Rac to dendritic spines via its interaction with the PDZ protein Par3 , and Tiam1 scaffolding is also important for coupling upstream signals to downstream signaling events .",0,7,restrict,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Since the EHop-016 inhibitor was developed to block the association of Vav1 with Rac1 and , to a lesser extent , the activation of Rac1 by Tiam1 , we wanted to determine if either of these GEFs was involved in regulating phagocytosis in TM-1 cells .",22,27,activation,Positive_activation_token_2_noun,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
Tiam1 induced Rac activity impedes TJ assembly .,0,3,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
The interaction of Tiam1 with PAR3 serves to spatially restrict Rac1 activation and localize cytoskeletal remodeling .,3,11,restrict,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"XREF_BIBR This suggests that Tiam1 , in the absence of ECM signaling interference , might function predominantly to inhibit Rac1 driven cell migration and invasion .",4,20,inhibit,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Upon inhibition of PI3-kinase , the Tiam1 mediated Rac activation decreased on both the motility suppressing fibronectin and the motility promoting collagen I substrate .",6,9,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Either talin1 or Tiam1 depletion reduced the Rac1 activation before seeding , suggesting that a talin and Tiam1 complex contributes to the basal Rac1 activity .",3,8,reduced,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Tiam1""","""Rac1"""
Knockdown of Tiam1 suppressed adhesion dependent Rac1 activation ( Supplemental Figure S5B ) .,2,7,suppressed,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Tiam1""","""Rac1"""
"In addition to U251 cells , when we used another glioma LN229 cells that express DOCK180 at a higher level than U251 cells for Rac1 activation , either DOCK180 or Tiam1 depletion attenuated adhesion induced Rac1 activation to a similar degree ( unpublished data ) .",30,36,attenuated,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Tiam1""","""Rac1"""
"Thus , there is a strong possibility that this mechanism may be responsible for our findings that Tiam1 siRNA decreased Rac1 activity and blocked the ability of fasudil to increase Rac1 activity while Tiam2 siRNA decreased Rac1 activity but failed to block the increase of Rac1 activity by fasudil ( XREF_FIG ) .",17,21,decreased,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Tiam1""","""Rac1"""
"Furthermore , functional inactivation of either Tiam1 or Vav2 appears to attenuate sustained activation of Rac1 and its downstream signaling events [ activation of stress kinases ] under conditions of metabolic stress .",6,16,attenuate,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Analysis of Rac activation in MDCK-f3 cells coexpressing FLTiam1 and Deltap85 gave a decrease of Tiam1 mediated Rac activation by two- to threefold by Deltap85 on a fibronectin as well as on a collagen I substrate ( data not shown ) , consistent with the findings using the PI3-kinase inhibitors .",15,18,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Based on these findings , these authors concluded that nm23-H1 plays a negative modulatory role in the Tiam1 induced activation of Rac1 [ XREF_BIBR ] .",17,22,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
The finding that both Tiam1 and constitutively active RacL61C40 could rescue the spreading defect of Tiam1-/- keratinocytes suggests that this defect is caused by impaired Tiam1 mediated Rac signaling toward the actin cytoskeleton .,25,28,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Furthermore , knockdown of TIAM1 , the Rac1 activating GEF , or Rac1 itself also reduced viral replication .",4,13,activating,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TIAM1""","""Rac1"""
We report an intriguing mechanism by which the inhibition of ROCK1 indirectly diminishes the activity of upstream RhoA through the stimulation of Tiam1 induced Rac1 activity .,22,25,induced,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Both Tiam1 and V12Rac1 can rescue the defects of Tiam1-/- keratinocytes , indicating that these deficiencies are caused by impaired Tiam1 mediated Rac activation .",20,23,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Expression of catalytically active Tiam1 , but not inactive Tiam1 , rescues the apoptosis susceptibility of Tiam1-KO keratinocytes , indicating that this defect is caused by impaired Tiam1 mediated Rac activation .",27,30,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Down-regulation of Tiam1 inhibited Rac1 activity , cell adhesion , and migration [ XREF_BIBR ] .",2,5,inhibited,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Knockdown of Tiam1 , a close homolog of STEF , reduced dbcAMP induced Rac1 activation by half .",2,14,reduced,Negative_activation_syntax_1_verb,Positive_activation,Positive_activation,"""Tiam1""","""Rac1"""
"The impaired Tiam1 mediated Rac activity leads to decreased levels of intracellular reactive oxygen speicies ( ROS ) , which , in turn , blocks ERK phosphorylation and activation [ XREF_BIBR ] .",2,5,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"Loss of the Rac activator Tiam1 , or the downstream WAVE complex component CYFIP1 , can contribute to cell migration , invasion , and metastasis , suggesting that suppression of major regulators of lamellipodia formation can lead to increased metastatic potential .",3,6,activator,Positive_activation_token_1_noun,Positive_activation,Negative_activation,"""Tiam1""","""Rac"""
"For example , although downregulation of Tiam1 significantly inhibited nerve growth factor ( NGF )-dependent Rac1 activation and neurite outgrowth , Tiam1 phosphorylation was not observed in response to NGF whereas Tiam1 is phosphorylated by TrkB following BDNF stimulation .",6,16,inhibited,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"Importantly , both Tiam1 depleted cells in culture and Rac1 deficient epithelial cells invivo escape the mitotic arrest induced by Eg5 suppression .",3,10,depleted,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""Tiam1""","""Rac1"""
"In these cells TLR4 ligands caused MyD88 dependent suppression of anti-fibrotic microRNAs ( miR29a and miR29b ) combined with downregulation of the TGF-beta pseudo-receptor BAMBI , resulting in augmented TGF-beta signalling intensity XREF_BIBR .",3,7,caused,Positive_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
"TLR4 deficiency in the cells decreased FA induced augmentation of MyD88 , phospho-p38 , and LPL , suggesting that TLR4 may modulate FA induced lipid metabolism in cardiomyocytes .",0,11,decreased,Negative_activation_syntax_1_verb,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
"In EAC breast tumor bearing mice , APS can decrease the tumor weigh , increase immune organ indexes through activation of TLR4 mediated MyD88 dependent signaling pathway [ XREF_BIBR ] .",21,24,mediated,Positive_early_activation,Positive_activation,Negative_activation,"""TLR4""","""MyD88"""
